0, 0, Header, 1, 17, 120
1, 0, Start_track
1, 0, Key_signature, 1, "major"
1, 0, SMPTE_offset, 96, 0, 0, 0, 0
1, 0, Tempo, 869565
1, 0, Time_signature, 6, 3, 24, 8
1, 2160, Time_signature, 3, 3, 24, 8
1, 2340, Time_signature, 6, 3, 24, 8
1, 19620, Time_signature, 3, 3, 24, 8
1, 19800, Time_signature, 6, 3, 24, 8
1, 25200, Time_signature, 3, 3, 24, 8
1, 25380, Time_signature, 6, 3, 24, 8
1, 41220, Time_signature, 3, 3, 24, 8
1, 41400, Time_signature, 6, 3, 24, 8
1, 49680, Time_signature, 11, 4, 24, 8
1, 50010, Time_signature, 3, 3, 24, 8
1, 50190, Time_signature, 6, 3, 24, 8
1, 51270, Time_signature, 11, 4, 24, 8
1, 51600, Time_signature, 3, 3, 24, 8
1, 51780, Time_signature, 6, 3, 24, 8
1, 52860, Time_signature, 11, 4, 24, 8
1, 53190, Time_signature, 3, 3, 24, 8
1, 53370, Time_signature, 6, 3, 24, 8
1, 53370, End_track
2, 0, Start_track
2, 0, MIDI_port, 0
2, 0, Title_t, "Voice"
2, 0, Control_c, 0, 7, 99
2, 0, Program_c, 0, 88
2, 8581, Note_on_c, 0, 64, 127
2, 8641, Note_on_c, 0, 64, 0
2, 8641, Note_on_c, 0, 64, 127
2, 8731, Note_on_c, 0, 64, 0
2, 8731, Note_on_c, 0, 64, 127
2, 8761, Note_on_c, 0, 64, 0
2, 8761, Note_on_c, 0, 64, 127
2, 8791, Note_on_c, 0, 64, 0
2, 8791, Note_on_c, 0, 64, 127
2, 8821, Note_on_c, 0, 64, 0
2, 8821, Note_on_c, 0, 66, 127
2, 8851, Note_on_c, 0, 66, 0
2, 8851, Note_on_c, 0, 64, 127
2, 8881, Note_on_c, 0, 64, 0
2, 8881, Note_on_c, 0, 64, 127
2, 9181, Note_on_c, 0, 64, 0
2, 9301, Note_on_c, 0, 62, 127
2, 9331, Note_on_c, 0, 62, 0
2, 9331, Note_on_c, 0, 64, 127
2, 9361, Note_on_c, 0, 64, 0
2, 9361, Note_on_c, 0, 64, 127
2, 9421, Note_on_c, 0, 64, 0
2, 9421, Note_on_c, 0, 64, 127
2, 9481, Note_on_c, 0, 64, 0
2, 9481, Note_on_c, 0, 64, 127
2, 9511, Note_on_c, 0, 64, 0
2, 9511, Note_on_c, 0, 62, 127
2, 9541, Note_on_c, 0, 62, 0
2, 9541, Note_on_c, 0, 62, 127
2, 9601, Note_on_c, 0, 62, 0
2, 9601, Note_on_c, 0, 62, 127
2, 9631, Note_on_c, 0, 62, 0
2, 9631, Note_on_c, 0, 62, 127
2, 9661, Note_on_c, 0, 62, 0
2, 9661, Note_on_c, 0, 64, 127
2, 9901, Note_on_c, 0, 64, 0
2, 10051, Note_on_c, 0, 66, 127
2, 10081, Note_on_c, 0, 66, 0
2, 10081, Note_on_c, 0, 67, 127
2, 10111, Note_on_c, 0, 67, 0
2, 10111, Note_on_c, 0, 67, 127
2, 10171, Note_on_c, 0, 67, 0
2, 10171, Note_on_c, 0, 67, 127
2, 10231, Note_on_c, 0, 67, 0
2, 10231, Note_on_c, 0, 62, 127
2, 10261, Note_on_c, 0, 62, 0
2, 10261, Note_on_c, 0, 62, 127
2, 10321, Note_on_c, 0, 62, 0
2, 10321, Note_on_c, 0, 62, 127
2, 10351, Note_on_c, 0, 62, 0
2, 10351, Note_on_c, 0, 62, 127
2, 10381, Note_on_c, 0, 62, 0
2, 10381, Note_on_c, 0, 64, 127
2, 10621, Note_on_c, 0, 64, 0
2, 10741, Note_on_c, 0, 67, 127
2, 10801, Note_on_c, 0, 67, 0
2, 10801, Note_on_c, 0, 66, 127
2, 10861, Note_on_c, 0, 66, 0
2, 10861, Note_on_c, 0, 66, 127
2, 10891, Note_on_c, 0, 66, 0
2, 10891, Note_on_c, 0, 66, 127
2, 10921, Note_on_c, 0, 66, 0
2, 10921, Note_on_c, 0, 67, 127
2, 10981, Note_on_c, 0, 67, 0
2, 10981, Note_on_c, 0, 66, 127
2, 11011, Note_on_c, 0, 66, 0
2, 11011, Note_on_c, 0, 64, 127
2, 11341, Note_on_c, 0, 64, 0
2, 11816, Note_on_c, 0, 62, 75
2, 11821, Note_on_c, 0, 62, 0
2, 11821, Note_on_c, 0, 64, 127
2, 11851, Note_on_c, 0, 64, 0
2, 11851, Note_on_c, 0, 64, 127
2, 11881, Note_on_c, 0, 64, 0
2, 11881, Note_on_c, 0, 64, 127
2, 11941, Note_on_c, 0, 64, 0
2, 11941, Note_on_c, 0, 64, 127
2, 11971, Note_on_c, 0, 64, 0
2, 11971, Note_on_c, 0, 64, 127
2, 12061, Note_on_c, 0, 64, 0
2, 12061, Note_on_c, 0, 66, 127
2, 12121, Note_on_c, 0, 66, 0
2, 12121, Note_on_c, 0, 67, 127
2, 12181, Note_on_c, 0, 67, 0
2, 12181, Note_on_c, 0, 62, 127
2, 12211, Note_on_c, 0, 62, 0
2, 12211, Note_on_c, 0, 64, 127
2, 12421, Note_on_c, 0, 64, 0
2, 12541, Note_on_c, 0, 62, 127
2, 12571, Note_on_c, 0, 62, 0
2, 12571, Note_on_c, 0, 64, 127
2, 12601, Note_on_c, 0, 64, 0
2, 12601, Note_on_c, 0, 64, 127
2, 12691, Note_on_c, 0, 64, 0
2, 12691, Note_on_c, 0, 64, 127
2, 12721, Note_on_c, 0, 64, 0
2, 12721, Note_on_c, 0, 64, 127
2, 12751, Note_on_c, 0, 64, 0
2, 12751, Note_on_c, 0, 59, 127
2, 12781, Note_on_c, 0, 59, 0
2, 12781, Note_on_c, 0, 62, 127
2, 12841, Note_on_c, 0, 62, 0
2, 12841, Note_on_c, 0, 62, 127
2, 12871, Note_on_c, 0, 62, 0
2, 12871, Note_on_c, 0, 64, 127
2, 13141, Note_on_c, 0, 64, 0
2, 13201, Note_on_c, 0, 69, 127
2, 13231, Note_on_c, 0, 69, 0
2, 13231, Note_on_c, 0, 71, 127
2, 13261, Note_on_c, 0, 71, 0
2, 13261, Note_on_c, 0, 69, 127
2, 13316, Note_on_c, 0, 69, 0
2, 13316, Note_on_c, 0, 67, 75
2, 13321, Note_on_c, 0, 67, 0
2, 13321, Note_on_c, 0, 66, 127
2, 13381, Note_on_c, 0, 66, 0
2, 13381, Note_on_c, 0, 66, 127
2, 13441, Note_on_c, 0, 66, 0
2, 13441, Note_on_c, 0, 64, 127
2, 13501, Note_on_c, 0, 64, 0
2, 13501, Note_on_c, 0, 66, 127
2, 13561, Note_on_c, 0, 66, 0
2, 13561, Note_on_c, 0, 67, 127
2, 13861, Note_on_c, 0, 67, 0
2, 13981, Note_on_c, 0, 71, 75
2, 13981, Note_on_c, 0, 67, 127
2, 14041, Note_on_c, 0, 71, 0
2, 14041, Note_on_c, 0, 67, 0
2, 14041, Note_on_c, 0, 69, 75
2, 14041, Note_on_c, 0, 66, 127
2, 14101, Note_on_c, 0, 69, 0
2, 14101, Note_on_c, 0, 66, 0
2, 14101, Note_on_c, 0, 69, 75
2, 14101, Note_on_c, 0, 66, 127
