0,0, Header,1,13,192,,,,,,,,,,,,,,,,,,,,,,,
1,0, Start_track,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0, Time_signature,4,2,24,8,,,,,,,,,,,,,,,,,,,,,,
1,0, Tempo,681818,,,,,,,,,,,,,,,,,,,,,,,,,
1,0, End_track,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0, Start_track,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0, Instrument_t,Piano   ,,,,,,,,,,,,,,,,,,,,,,,,,
2,108, Control_c,0,121,0,,,,,,,,,,,,,,,,,,,,,,,
2,109, Control_c,0,11,127,,,,,,,,,,,,,,,,,,,,,,,
2,110, Control_c,0,101,0,,,,,,,,,,,,,,,,,,,,,,,
2,160, Control_c,0,100,0,,,,,,,,,,,,,,,,,,,,,,,
2,248, Control_c,0,6,2,,,,,,,,,,,,,,,,,,,,,,,
2,249, Control_c,0,91,81,,,,,,,,,,,,,,,,,,,,,,,
2,340, Control_c,0,10,38,,,,,,,,,,,,,,,,,,,,,,,
2,396, Control_c,0,32,0,,,,,,,,,,,,,,,,,,,,,,,
2,397, Control_c,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2,398, Program_c,0,1,,,,,,,,,,,,,,,,,,,,,,,,
2,399, Control_c,0,93,18,,,,,,,,,,,,,,,,,,,,,,,
2,432, Control_c,0,121,0,,,,,,,,,,,,,,,,,,,,,,,
2,529, Control_c,0,7,103,,,,,,,,,,,,,,,,,,,,,,,
2,57984, Note_on_c,0,61,112,,,,,,,,,,,,,,,,,,,,,,,
2,58074, Note_on_c,0,61,0,,,,,,,,,,,,,,,,,,,,,,,
2,58080, Note_on_c,0,62,110,,,,,,,,,,,,,,,,,,,,,,,
2,58172, Note_on_c,0,62,0,,,,,,,,,,,,,,,,,,,,,,,
2,58176, Note_on_c,0,69,104,,,,,,,,,,,,,,,,,,,,,,,
2,58272, Note_on_c,0,66,107,,,,,,,,,,,,,,,,,,,,,,,
2,58289, Note_on_c,0,69,0,,,,,,,,,,,,,,,,,,,,,,,
2,58604, Note_on_c,0,66,0,,,,,,,,,,,,,,,,,,,,,,,
2,58656, Note_on_c,0,62,122,,,,,,,,,,,,,,,,,,,,,,,
2,58752, Note_on_c,0,61,107,,,,,,,,,,,,,,,,,,,,,,,
2,58757, Note_on_c,0,62,0,,,,,,,,,,,,,,,,,,,,,,,
2,58848, Note_on_c,0,61,0,,,,,,,,,,,,,,,,,,,,,,,
2,58848, Note_on_c,0,62,114,,,,,,,,,,,,,,,,,,,,,,,
2,58944, Note_on_c,0,69,101,,,,,,,,,,,,,,,,,,,,,,,
2,58948, Note_on_c,0,62,0,,,,,,,,,,,,,,,,,,,,,,,
2,59040, Note_on_c,0,66,112,,,,,,,,,,,,,,,,,,,,,,,
2,59041, Note_on_c,0,69,0,,,,,,,,,,,,,,,,,,,,,,,
2,59243, Note_on_c,0,66,0,,,,,,,,,,,,,,,,,,,,,,,
2,59424, Note_on_c,0,62,114,,,,,,,,,,,,,,,,,,,,,,,
2,59520, Note_on_c,0,61,107,,,,,,,,,,,,,,,,,,,,,,,
2,59526, Note_on_c,0,62,0,,,,,,,,,,,,,,,,,,,,,,,
2,59612, Note_on_c,0,61,0,,,,,,,,,,,,,,,,,,,,,,,
2,59616, Note_on_c,0,62,104,,,,,,,,,,,,,,,,,,,,,,,
2,59707, Note_on_c,0,62,0,,,,,,,,,,,,,,,,,,,,,,,
2,59712, Note_on_c,0,69,98,,,,,,,,,,,,,,,,,,,,,,,
2,59805, Note_on_c,0,69,0,,,,,,,,,,,,,,,,,,,,,,,
2,59808, Note_on_c,0,66,103,,,,,,,,,,,,,,,,,,,,,,,
2,59979, Note_on_c,0,66,0,,,,,,,,,,,,,,,,,,,,,,,
2,60192, Note_on_c,0,62,114,,,,,,,,,,,,,,,,,,,,,,,
2,60288, Note_on_c,0,61,103,,,,,,,,,,,,,,,,,,,,,,,
2,60297, Note_on_c,0,62,0,,,,,,,,,,,,,,,,,,,,,,,
2,60380, Note_on_c,0,61,0,,,,,,,,,,,,,,,,,,,,,,,
2,60384, Note_on_c,0,62,101,,,,,,,,,,,,,,,,,,,,,,,
2,60476, Note_on_c,0,62,0,,,,,,,,,,,,,,,,,,,,,,,
2,60480, Note_on_c,0,69,101,,,,,,,,,,,,,,,,,,,,,,,
2,60576, Note_on_c,0,66,99,,,,,,,,,,,,,,,,,,,,,,,
2,60577, Note_on_c,0,69,0,,,,,,,,,,,,,,,,,,,,,,,
2,60683, Note_on_c,0,66,0,,,,,,,,,,,,,,,,,,,,,,,
2,60960, Note_on_c,0,62,122,,,,,,,,,,,,,,,,,,,,,,,
2,61056, Note_on_c,0,61,103,,,,,,,,,,,,,,,,,,,,,,,
2,61069, Note_on_c,0,62,0,,,,,,,,,,,,,,,,,,,,,,,
2,61147, Note_on_c,0,61,0,,,,,,,,,,,,,,,,,,,,,,,
2,61152, Note_on_c,0,62,104,,,,,,,,,,,,,,,,,,,,,,,
2,61246, Note_on_c,0,62,0,,,,,,,,,,,,,,,,,,,,,,,
2,61248, Note_on_c,0,69,98,,,,,,,,,,,,,,,,,,,,,,,
2,61344, Note_on_c,0,66,112,,,,,,,,,,,,,,,,,,,,,,,
2,61346, Note_on_c,0,69,0,,,,,,,,,,,,,,,,,,,,,,,
2,61574, Note_on_c,0,66,0,,,,,,,,,,,,,,,,,,,,,,,
2,61728, Note_on_c,0,62,118,,,,,,,,,,,,,,,,,,,,,,,
2,61824, Note_on_c,0,61,99,,,,,,,,,,,,,,,,,,,,,,,
2,61832, Note_on_c,0,62,0,,,,,,,,,,,,,,,,,,,,,,,
2,61914, Note_on_c,0,61,0,,,,,,,,,,,,,,,,,,,,,,,
2,61920, Note_on_c,0,62,91,,,,,,,,,,,,,,,,,,,,,,,
2,62015, Note_on_c,0,62,0,,,,,,,,,,,,,,,,,,,,,,,
2,62016, Note_on_c,0,69,101,,,,,,,,,,,,,,,,,,,,,,,
2,62112, Note_on_c,0,66,103,,,,,,,,,,,,,,,,,,,,,,,
2,62117, Note_on_c,0,69,0,,,,,,,,,,,,,,,,,,,,,,,
2,62410, Note_on_c,0,66,0,,,,,,,,,,,,,,,,,,,,,,,
2,62496, Note_on_c,0,62,118,,,,,,,,,,,,,,,,,,,,,,,
2,62592, Note_on_c,0,61,103,,,,,,,,,,,,,,,,,,,,,,,
2,62595, Note_on_c,0,62,0,,,,,,,,,,,,,,,,,,,,,,,
2,62674, Note_on_c,0,61,0,,,,,,,,,,,,,,,,,,,,,,,
2,62688, Note_on_c,0,62,95,,,,,,,,,,,,,,,,,,,,,,,
2,62775, Note_on_c,0,62,0,,,,,,,,,,,,,,,,,,,,,,,
2,62784, Note_on_c,0,69,95,,,,,,,,,,,,,,,,,,,,,,,
2,62870, Note_on_c,0,69,0,,,,,,,,,,,,,,,,,,,,,,,
2,62880, Note_on_c,0,66,107,,,,,,,,,,,,,,,,,,,,,,,
2,63180, Note_on_c,0,66,0,,,,,,,,,,,,,,,,,,,,,,,
2,63264, Note_on_c,0,62,127,,,,,,,,,,,,,,,,,,,,,,,
2,63360, Note_on_c,0,61,103,,,,,,,,,,,,,,,,,,,,,,,
2,63374, Note_on_c,0,62,0,,,,,,,,,,,,,,,,,,,,,,,
2,63444, Note_on_c,0,61,0,,,,,,,,,,,,,,,,,,,,,,,
2,63456, Note_on_c,0,62,101,,,,,,,,,,,,,,,,,,,,,,,
2,63545, Note_on_c,0,62,0,,,,,,,,,,,,,,,,,,,,,,,
2,63552, Note_on_c,0,69,101,,,,,,,,,,,,,,,,,,,,,,,
2,63646, Note_on_c,0,69,0,,,,,,,,,,,,,,,,,,,,,,,
2,63648, Note_on_c,0,66,112,,,,,,,,,,,,,,,,,,,,,,,
2,63844, Note_on_c,0,66,0,,,,,,,,,,,,,,,,,,,,,,,
2,63844, End_track,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0, Start_track,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0, Instrument_t,Bass    ,,,,,,,,,,,,,,,,,,,,,,,,,
3,108, Control_c,1,121,0,,,,,,,,,,,,,,,,,,,,,,,
3,109, Control_c,1,11,127,,,,,,,,,,,,,,,,,,,,,,,
3,110, Control_c,1,101,0,,,,,,,,,,,,,,,,,,,,,,,
3,160, Control_c,1,100,0,,,,,,,,,,,,,,,,,,,,,,,
3,248, Control_c,1,6,2,,,,,,,,,,,,,,,,,,,,,,,
3,249, Control_c,1,91,0,,,,,,,,,,,,,,,,,,,,,,,
3,340, Control_c,1,10,64,,,,,,,,,,,,,,,,,,,,,,,
3,396, Control_c,1,32,0,,,,,,,,,,,,,,,,,,,,,,,
3,397, Control_c,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
3,398, Program_c,1,35,,,,,,,,,,,,,,,,,,,,,,,,
3,399, Control_c,1,93,18,,,,,,,,,,,,,,,,,,,,,,,
3,432, Control_c,1,121,0,,,,,,,,,,,,,,,,,,,,,,,
3,529, Control_c,1,7,98,,,,,,,,,,,,,,,,,,,,,,,
3,14592, Note_on_c,1,28,127,,,,,,,,,,,,,,,,,,,,,,,
3,14684, Note_on_c,1,28,0,,,,,,,,,,,,,,,,,,,,,,,
3,14736, Note_on_c,1,25,107,,,,,,,,,,,,,,,,,,,,,,,
3,14771, Note_on_c,1,25,0,,,,,,,,,,,,,,,,,,,,,,,
